url
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=032&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=005&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=020&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=021&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=081&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=022&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=023&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=025&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=028&listType=paper
https://news.naver.com/main/list.nhn?mode=LPOD&mid=sec&oid=469&listType=paper

